title,SJR Best Quartile,source_id
Journal of Retailing and Consumer Services,Q1,S25235501
IEEE Journal of Emerging and Selected Topics in Power Electronics,Q1,S2764857692
Current Biology,Q1,S128425624
Current Opinion in Neurobiology,Q1,S120775027
Journal of Public Administration Research and Theory,Q1,S169433491
Organizational Psychology Review,Q1,S2764940387
Seminars in Immunology,Q1,S161731549
Critical Care,Q1,S108732581
Computer-Aided Civil and Infrastructure Engineering,Q1,S206927758
Engineered Regeneration,Q1,S4210220692
International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,-,
JCI insight,Q1,S2764964142
npj Flexible Electronics,Q1,S4210223376
Environmental Science and Ecotechnology,Q1,S4210228708
Journal of Vocational Behavior,Q1,S25746158
Implementation Science,Q1,S76880069
"Journal of Neurology, Neurosurgery and Psychiatry",Q1,S3035064532
Communications of the ACM,Q1,S103482838
Diabetes Technology and Therapeutics,Q1,S67495602
"Lancet Regional Health - Americas, The",Q1,S4210194528
Journal of Hazardous Materials,Q1,S145089992
New Astronomy Reviews,Q1,S108771763
Annual Review of Biomedical Engineering,Q1,S171268996
npj Climate and Atmospheric Science,Q1,S4210224503
Communication Research,Q1,S28604305
Trends in Microbiology,Q1,S587692
JACS Au,Q1,S4210207119
National Science Review,Q1,S2734413303
Analysis and PDE,Q1,S2477993565
Chinese Journal of Catalysis,Q1,S165997068
Journal of Magnesium and Alloys,Q1,S2764981684
Journal of the National Cancer Center,Q1,S4210221649
Long Range Planning,Q1,S9435936
Trends in Endocrinology and Metabolism,Q1,S93802863
International Journal of Hospitality Management,Q1,S148599315
Acta Materialia,Q1,S64016596
Theranostics,Q1,S2482500137
Journal of Advertising,Q1,S103311983
Applied Mechanics Reviews,Q1,S83146831
Robotics and Computer-Integrated Manufacturing,Q1,S118216261
Current Directions in Psychological Science,Q1,S114020440
Aging Cell,Q1,S174672550
SIAM Review,Q1,S160107561
International Journal of Press/Politics,Q1,S161861253
Europace,Q1,S46732370
International Journal of Surgery,Q1,S67965910
Journal of Internal Medicine,Q1,S29157290
International Journal of Plasticity,Q1,S10186584
European Respiratory Review,Q1,S168221024
IEEE Transactions on Information Forensics and Security,Q1,S61310614
Journal of Clinical Epidemiology,Q1,S64418186
Cancer,Q1,S126033908
JACC: Cardiovascular Interventions,Q1,S195556561
"Transportation Research, Part E: Logistics and Transportation Review",Q1,S173966628
Eurosurveillance,Q1,S50690046
JACC: CardioOncology,Q1,S4210214127
Journal of Bioresources and Bioproducts,Q1,S4210174242
IEEE Journal of Solid-State Circuits,Q1,S83637746
Journal of Differential Geometry,Q1,S23326474
IEEE Wireless Communications Letters,Q1,S2500830676
npj Precision Oncology,Q1,S4210211538
IEEE Transactions on Knowledge and Data Engineering,Q1,S30698027
Cancer and Metastasis Reviews,Q1,S114927911
Journal of the ACM,Q1,S118992489
Proceedings - IEEE INFOCOM,-,S4363608785
Medicinal Research Reviews,Q1,S22382660
Transportation Research Part C: Emerging Technologies,Q1,S64511102
Biochar,Q1,S4210190674
Chemical Engineering Journal,Q1,S149937609
Operations Research,Q1,S125775545
International Journal of Contemporary Hospitality Management,Q1,S125977778
Current Opinion in Immunology,Q1,S170047187
Biochimica et Biophysica Acta - Reviews on Cancer,Q1,S4210180990
Studies in Science Education,Q1,S39205391
Additive Manufacturing,Q1,S2764842179
Communications Earth and Environment,Q1,
Journal of Neuroinflammation,Q1,S199572710
Hypertension,Q1,S67880631
Current Opinion in Structural Biology,Q1,S175155502
npj Quantum Information,Q1,S2738600312
Journal of Sustainable Tourism,Q1,S167854760
Applied Energy,Q1,S109565702
Obesity Reviews,Q1,S132049688
"Journal of Cachexia, Sarcopenia and Muscle",Q1,S173726759
Journal of Environmental Economics and Management,Q1,S200872515
Neuroscience and Biobehavioral Reviews,Q1,S170052170
Cardiovascular Research,Q1,S91067379
Milbank Quarterly,Q1,S1650206
Developmental Review,Q1,S122700532
Science Bulletin,Q1,S4210205735
Environmental Chemistry Letters,Q1,S88719806
Journal of Experimental and Clinical Cancer Research,Q1,S33781645
IEEE Open Journal of Industry Applications,Q1,S4210202277
Journal of Materials Chemistry A,Q1,S2764437742
"BMJ, The",Q1,
Composites Part B: Engineering,Q1,S112674977
Nature Computational Science,Q1,S4210228084
Journal of Machine Learning Research,Q1,S118988714
Alimentary Pharmacology and Therapeutics,Q1,S158079644
Journal of Politics,Q1,S95650557
Metabolism: Clinical and Experimental,Q1,S4306507890
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,Q1,
Psychological Review,Q1,S35223124
Nous,Q1,S4306521046
Annual Review of Criminology,Q1,S4210217772
Protection and Control of Modern Power Systems,Q1,S2737292043
"Trauma, Violence, and Abuse",Q1,S170515770
Journal of Educational Psychology,Q1,S61703936
Work and Stress,Q1,
Critical Reviews in Biochemistry and Molecular Biology,Q1,S55210418
IEEE Transactions on Transportation Electrification,Q1,S4306422867
"Resources, Conservation and Recycling",Q1,S18051569
Information Systems Journal,Q1,S92260147
Psychological Medicine,Q1,S71144982
Astrophysical Journal Letters,Q1,S4210175824
"Journal of Black Psychology, The",Q1,S4393918123
Clinical Child and Family Psychology Review,Q1,S10577759
Annual Review of Phytopathology,Q1,S165675472
Psychology and Marketing,Q1,S102896891
British Journal of Dermatology,Q1,S45720283
IEEE Transactions on Mobile Computing,Q1,S69141925
Molecular Aspects of Medicine,Q1,S61794117
Journal of the Association of Environmental and Resource Economists,Q1,S2735550652
Military Medical Research,Q1,S2739160569
Global Ecology and Biogeography,Q1,S169694011
Journal of Sport and Health Science,Q1,S2485047394
Neuropsychopharmacology,Q1,S175030738
IEEE Communications Standards Magazine,Q1,S4210170334
Comprehensive Reviews in Food Science and Food Safety,Q1,S336866
Criminology,Q1,S67613863
Assessment and Evaluation in Higher Education,Q1,S142259175
Business and Society,Q1,S155589366
Psychological Science,Q1,S58854535
Pattern Recognition,Q1,S414566
Annals of Surgery,Q1,S157664895
CCS Chemistry,Q1,S4210239486
European urology oncology,Q1,S2898501490
British Journal of Psychiatry,Q1,S127936299
Food Hydrocolloids,Q1,S168584722
IEEE Vehicular Technology Magazine,Q1,S98855836
IEEE Transactions on Vehicular Technology,Q1,S10936095
IEEE Open Journal of the Communications Society,Q1,S4210202420
BMC Medicine,Q1,S135560524
Child Development Perspectives,Q1,S79535635
Journal of Statistical Software,Q1,S167961193
Industrial Marketing Management,Q1,S31748134
Journal of Crohn's and Colitis,Q1,S2735960814
Cellular and Molecular Gastroenterology and Hepatology,Q1,S2764889447
Human Resource Management Journal,Q1,S113497174
Ecological Monographs,Q1,S201386569
Genetics in Medicine,Q1,S187186932
Seminars in Immunopathology,Q1,S54848071
Journal of Industrial Information Integration,Q1,S2898195457
International Journal of Forecasting,Q1,S39841227
JACC: Basic to Translational Science,Q1,S2898156683
American Journal of Transplantation,Q1,S182625382
Journal of Population Economics,Q1,S18284184
Political Behavior,Q1,S110036823
Autoimmunity Reviews,Q1,S12874817
Cold Spring Harbor Perspectives in Medicine,Q1,S2479837110
Circulation. Genomic and precision medicine,Q1,S4210202128
Journal of Infection,Q1,S19579164
Globalization and Health,Q1,S112714904
International Journal of Production Research,Q1,S65690446
Proceedings of the VLDB Endowment,Q1,S4210226185
Annual Review of Animal Biosciences,Q1,S2491293328
Neurology: Neuroimmunology and NeuroInflammation,Q1,
Applied Psychology,Q1,S166002381
Journal of Family Business Strategy,Q1,S118119388
Critical Care Medicine,Q1,S108732581
International Journal of Epidemiology,Q1,S13389975
Transportation Research Part B: Methodological,Q1,S96305778
Journal of Communication,Q1,S107737141
Advances in Colloid and Interface Science,Q1,S28247071
Intelligent and Converged Networks,Q1,S4210206253
International Journal of Extreme Manufacturing,Q1,S4210231351
Omega,Q1,S4210239500
IEEE Transactions on Affective Computing,Q1,S104780363
China Petroleum Exploration,Q1,S2764778136
Methods in Ecology and Evolution,Q1,S1131227
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,Q1,
Computers in Human Behavior,Q1,S204030396
Digital Journalism,Q1,S2764497610
Proceedings of the ACM SIGMOD International Conference on Management of Data,-,
IEEE Industrial Electronics Magazine,Q1,S32918732
Journal of Health and Social Behavior,Q1,S122290859
American Journal of Clinical Dermatology,Q1,S71020152
Journal of Economic Surveys,Q1,S124549413
Automation in Construction,Q1,S172073041
Journal of Business Ethics,Q1,S76633192
Cardiovascular Diabetology,Q1,S12095120
Journal of Service Management,Q1,S107183665
Tourism Geographies,Q1,S116072112
Annals of the International Communication Association,Q1,S2764627845
Acta Psychiatrica Scandinavica,Q1,S199498439
Seminars in Cell and Developmental Biology,Q1,S105347553
Communications in Transportation Research,Q1,S4210178498
Alzheimer's Research and Therapy,Q1,S140755874
American Journal of Hematology,Q1,S199810014
Journal of Biomedical Science,Q1,S52607827
Journal of Second Language Writing,Q1,S192107914
Neural Networks,Q1,S123019304
Progress in Neurobiology,Q1,S69289175
Social Issues and Policy Review,Q1,S108587369
Radiology: Artificial Intelligence,Q1,S4210219523
European Journal of Teacher Education,Q1,S36385850
International Journal of Mining Science and Technology,Q1,S2764755457
Global Food Security,Q1,S2764561087
International journal of oral science,Q1,S44743489
Cancer Letters,Q1,S106234763
Information and Management,Q1,S38883057
Technovation,Q1,S70698675
Journal of Anxiety Disorders,Q1,S110204754
European Journal of Personality,Q1,S13823553
Cell Chemical Biology,Q1,S4210231961
"Arteriosclerosis, Thrombosis, and Vascular Biology",Q1,S3485792
International Journal of Advertising,Q1,S19358283
Acta neuropathologica communications,Q1,S2764650462
IEEE Transactions on Intelligent Transportation Systems,Q1,S144771191
Breast Cancer Research,Q1,S142211178
Circulation: Cardiovascular Quality and Outcomes,Q1,S52278559
International Journal of Educational Technology in Higher Education,Q1,S4210201537
Bioresource Technology,Q1,S21442059
Family Business Review,Q1,S196919950
Bioinformatics,Q1,S52395412
Reviews in Aquaculture,Q1,S60775588
Progress in Aerospace Sciences,Q1,S166193747
Endocrine Pathology,Q1,S53004546
Quantum,Q1,S80223966
Journal of Autoimmunity,Q1,S187826688
Progress in Energy,Q1,S65236890
Energy Conversion and Management,Q1,S105637730
JAMA Ophthalmology,Q1,S68724622
Depression and Anxiety,Q1,S192592622
International Business Review,Q1,S23343376
Foundations of Computational Mathematics,Q1,S151639445
Sustainable Cities and Society,Q1,S163634330
International Journal of Operations and Production Management,Q1,S164321952
Diabetes,Q1,S129060628
Ecography,Q1,S25093289
Nano Research,Q1,S173461644
Trends in Biotechnology,Q1,S147849156
Journal of Public Policy and Marketing,Q1,S37376905
AVS Quantum Science,Q1,S4210216161
Proceedings of the London Mathematical Society,Q1,S2898222998
Small Business Economics,Q1,S41869786
Journal of Occupational and Organizational Psychology,Q1,S87328381
Polymer Reviews,Q1,S166852190
Environmental Health Perspectives,Q1,S10446503
Biotechnology Advances,Q1,S160877137
IEEE Transactions on Signal Processing,Q1,S168680287
GLIA,Q1,S147407642
Stem Cell Reports,Q1,S2764425922
Journal of Metaverse,Q1,S4387283736
Current Opinion in Environmental Sustainability,Q1,S153840704
Current Opinion in Genetics and Development,Q1,S116174365
Biofuel Research Journal,Q1,S4210226539
Reviews in Environmental Science and Biotechnology,Q1,
Supply Chain Management,Q1,S59007373
Journal of Heart and Lung Transplantation,Q1,S42270594
Journal of Business Logistics,Q1,S38350834
European Journal of Cancer,Q1,S16731738
Mathematical Programming Computation,Q1,S173077093
ESMO Open,Q1,S4210217024
Ukrainian Journal of Physical Optics,Q1,S205638068
Annual Review of Vision Science,Q1,S4210222997
Compositio Mathematica,Q1,S66563395
Haematologica,Q1,S2752781272
Social Psychological and Personality Science,Q1,S138235560
Journal des Mathematiques Pures et Appliquees,Q1,
International Journal of Behavioral Nutrition and Physical Activity,Q1,S182748528
Space Science Reviews,Q1,S10873449
Progress of Theoretical and Experimental Physics,Q1,S4210202364
Critical Finance Review,Q1,S4210226497
Quarterly Review of Biology,Q1,S182717252
Epidemiology and Psychiatric Sciences,Q1,S2481255041
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,Q1,S143106029
Transportation Science,Q1,S130252234
EcoSal Plus,Q1,S4210228160
"Gender, Work and Organization",Q1,S172342871
eTransportation,Q1,S4210225447
IEEE Transactions on Intelligent Vehicles,Q1,S4210199657
Molecular Ecology Resources,Q1,S64961995
Journal of Climate,Q1,S80591372
Journal of Marriage and Family,Q1,S146344
Movement Disorders,Q1,S163027424
Cytokine and Growth Factor Reviews,Q1,S194552188
npj 2D Materials and Applications,Q1,S4210185653
Investigative Radiology,Q1,S136338150
SciPost Physics Lecture Notes,Q1,S4210232719
Structure,Q1,S7112016
NAR Genomics and Bioinformatics,Q1,S4210241000
Computers in Industry,Q1,S60779006
Journal of Destination Marketing and Management,Q1,S2764801966
Stroke,Q1,S62532593
BMJ Global Health,Q1,S2764928273
Big Data and Society,Q1,S2736409588
Cell Death and Disease,Q1,S185208586
npj Computational Materials,Q1,S4210232664
Cell Reports Physical Science,Q1,S4210216867
Journal of Computer-Mediated Communication,Q1,S30594836
Earth's Future,Q1,
Journal of Health Economics,Q1,S166621295
Business Horizons,Q1,S113237667
Brain Stimulation,Q1,S177350161
"journal of prevention of Alzheimer's disease, The",Q1,S4210234663
Materials Research Letters,Q1,S2764759833
Engineering Geology,Q1,S65957803
Pediatrics,Q1,S77494981
Communications in Partial Differential Equations,Q1,S185232611
NeuroImage,Q1,S103225281
Organization,Q1,S4306400562
Political Science Research and Methods,Q1,S2764571748
Soft Robotics,Q1,S2764443376
Research Policy: X,Q1,S4210233209
Internet and Higher Education,Q1,S166850901
Journal of Pathology,Q1,S145577119
British Journal of Educational Technology,Q1,S110346167
Clinical and Translational Medicine,Q1,S2765071679
Chemistry of Materials,Q1,S66104727
Current Opinion in Solid State and Materials Science,Q1,S7637673
Annales Scientifiques de l'Ecole Normale Superieure,Q1,
Journal of Network and Computer Applications,Q1,S30128005
Current Opinion in Psychology,Q1,S2764746430
RNA,Q1,S187657468
Wiley Interdisciplinary Reviews: Water,Q1,S2764490608
Neurology,Q1,S79704628
IEEE Transactions on Geoscience and Remote Sensing,Q1,S111326731
Anaesthesia,Q1,S33418846
British Journal of Anaesthesia,Q1,S33418846
Computer Methods in Applied Mechanics and Engineering,Q1,S40006715
Behavior Research Methods,Q1,S137478622
Clinical journal of the American Society of Nephrology : CJASN,Q1,
West European Politics,Q1,S179028992
American Journal of Gastroenterology,Q1,S66441642
Surface Science Reports,Q1,S120139636
Energy Policy,Q1,S175056054
Global Biogeochemical Cycles,Q1,S32973720
Journal of Infectious Diseases,Q1,S54542293
Journal of Consulting and Clinical Psychology,Q1,S118719888
Experimental Hematology and Oncology,Q1,S2765007564
Quarterly Reviews of Biophysics,Q1,S148645025
International Journal of Nursing Studies,Q1,S56493663
Pain,Q1,S140848990
Psychometrika,Q1,S186480540
Environmental Politics,Q1,S123005105
SIAM Journal on Mathematical Analysis,Q1,S74141806
Economic Geology,Q1,S4210182989
Science of Remote Sensing,Q1,S4210173871
BioScience,Q1,S121830084
Computer Assisted Language Learning,Q1,S100649693
"Resources, Environment and Sustainability",Q1,S4210199161
Materials Reports: Energy,Q1,S4210186566
American Journal of Sports Medicine,Q1,S154904565
Mechanical Systems and Signal Processing,Q1,S128368299
Resuscitation,Q1,S128507546
Satellite Navigation,Q1,S3035671286
World Bank Research Observer,Q1,S117685085
Current Protocols in Immunology,Q1,S2764460200
Journal of Research in Interactive Marketing,Q1,S45224653
Sustainable Production and Consumption,Q1,S2764749963
Landscape and Urban Planning,Q1,S104597489
Calculus of Variations and Partial Differential Equations,Q1,S138240904
Environmental Innovation and Societal Transitions,Q1,S2764720322
Learning and Instruction,Q1,S78398831
Weather and Climate Dynamics,Q1,S4210178013
Geometry and Topology,Q1,S183310558
Drugs,Q1,S4436492
Multivariate Behavioral Research,Q1,S64250036
International Economic Review,Q1,S179979277
Molecular and Cellular Proteomics,Q1,S104550190
Progress in Quantum Electronics,Q1,S83014014
